,,,,,,,
,,,,,,,
chave_sus_ibge,UF,COD. MUNIC,NOME DO MUNICÍPIO,População Censo 2022,POP_COBERTA_SUS,pop_coberta_DATASUS,taxa de cobertura
ESCASTELO,ES,01407,Castelo, 36 930,"36,225","36225,00","0,980909829406986"
ESCOLATINA,ES,01506,Colatina, 120 033,"120,750","120750,00",1
ESCONCEIÇÃODABARRA,ES,01605,Conceição da Barra, 27 458,"31,479","31479,00",1
ESCONCEIÇÃODOCASTELO,ES,01704,Conceição do Castelo, 11 937,"12,887","12887,00",1
ESDIVINODESÃOLOURENÇO,ES,01803,Divino de São Lourenço, 5 083,"4,236","4236,00","0,83336612236868"
ESDOMINGOSMARTINS,ES,01902,Domingos Martins, 35 416,"23,575","23575,00","0,665659588886379"
ESDORESDORIOPRETO,ES,02009,Dores do Rio Preto, 6 596,"6,793","6793,00",1
ESECOPORANGA,ES,02108,Ecoporanga, 21 992,"22,748","22748,00",1
ESFUNDÃO,ES,02207,Fundão, 18 014,"15,525","15525,00","0,861829688020429"
ESGOVERNADORLINDENBERG,ES,02256,Governador Lindenberg, 11 009,"13,047","13047,00",1
ESGUAÇUÍ,ES,02306,Guaçuí, 29 358,"31,372","31372,00",1
ESGUARAPARI,ES,02405,Guarapari, 124 656,"84,525","84525,00","0,678066037735849"
ESIBATIBA,ES,02454,Ibatiba, 25 380,"23,000","23000,00","0,906225374310481"
ESIBIRAÇU,ES,02504,Ibiraçu, 11 723,"12,701","12701,00",1
ESIBITIRAMA,ES,02553,Ibitirama, 9 520,"8,830","8830,00","0,927521008403361"
ESICONHA,ES,02603,Iconha, 12 326,"14,083","14083,00",1
ESIRUPI,ES,02652,Irupi, 13 710,"13,672","13672,00","0,997228300510576"
ESITAGUAÇU,ES,02702,Itaguaçu, 13 589,"13,982","13982,00",1
ESITAPEMIRIM,ES,02801,Itapemirim, 39 832,"34,957","34957,00","0,877610966057441"
ESITARANA,ES,02900,Itarana, 10 597,"10,433","10433,00","0,984523921864679"
ESIÚNA,ES,03007,Iúna, 28 590,"29,417","29417,00",1
ESJAGUARÉ,ES,03056,Jaguaré, 28 931,"31,589","31589,00",1
ESJERÔNIMOMONTEIRO,ES,03106,Jerônimo Monteiro, 11 575,"12,336","12336,00",1
ESJOÃONEIVA,ES,03130,João Neiva, 14 079,"16,774","16774,00",1
ESLARANJADATERRA,ES,03163,Laranja da Terra, 11 094,"10,919","10919,00","0,984225707589688"
ESLINHARES,ES,03205,Linhares, 166 786,"142,600","142600,00","0,85498782871464"
ESMANTENÓPOLIS,ES,03304,Mantenópolis, 12 770,"15,653","15653,00",1
ESMARATAÍZES,ES,03320,Marataízes, 41 929,"39,259","39259,00","0,936320923465859"
ESMARECHALFLORIANO,ES,03346,Marechal Floriano, 17 641,"13,225","13225,00","0,749674054758801"
ESMARILÂNDIA,ES,03353,Marilândia, 12 387,"13,091","13091,00",1
ESMIMOSODOSUL,ES,03403,Mimoso do Sul, 24 475,"26,079","26079,00",1
ESMONTANHA,ES,03502,Montanha, 18 900,"18,954","18954,00",1
ESMUCURICI,ES,03601,Mucurici, 5 466,"5,468","5468,00",1
ESMUNIZFREIRE,ES,03700,Muniz Freire, 18 153,"17,176","17176,00","0,946179694816284"
ESMUQUI,ES,03809,Muqui, 13 745,"15,602","15602,00",1
ESNOVAVENÉCIA,ES,03908,Nova Venécia, 49 065,"50,751","50751,00",1
ESPANCAS,ES,04005,Pancas, 18 893,"23,426","23426,00",1
ESPEDROCANÁRIO,ES,04054,Pedro Canário, 21 522,"26,450","26450,00",1
ESPINHEIROS,ES,04104,Pinheiros, 23 915,"26,450","26450,00",1
ESPIÚMA,ES,04203,Piúma, 22 300,"20,700","20700,00","0,928251121076233"
ESPONTOBELO,ES,04252,Ponto Belo, 6 497,"8,016","8016,00",1
ESPRESIDENTEKENNEDY,ES,04302,Presidente Kennedy, 13 696,"11,741","11741,00","0,857257593457944"
ESRIOBANANAL,ES,04351,Rio Bananal, 19 274,"19,398","19398,00",1
ESRIONOVODOSUL,ES,04401,Rio Novo do Sul, 11 069,"11,630","11630,00",1
ESSANTALEOPOLDINA,ES,04500,Santa Leopoldina, 13 106,"12,171","12171,00","0,928658629635282"
ESSANTAMARIADEJETIBÁ,ES,04559,Santa Maria de Jetibá, 41 636,"41,588","41588,00","0,998847151503507"
ESSANTATERESA,ES,04609,Santa Teresa, 22 808,"18,400","18400,00","0,80673447913013"
ESSÃODOMINGOSDONORTE,ES,04658,São Domingos do Norte, 8 589,"8,735","8735,00",1
ESSÃOGABRIELDAPALHA,ES,04708,São Gabriel da Palha, 32 252,"39,085","39085,00",1
ESSÃOJOSÉDOCALÇADO,ES,04807,São José do Calçado, 10 878,"10,536","10536,00","0,968560397131826"
ESSÃOMATEUS,ES,04906,São Mateus, 123 752,"76,475","76475,00","0,61796981058892"
ESSÃOROQUEDOCANAÃ,ES,04955,São Roque do Canaã, 10 886,"12,602","12602,00",1
ESSERRA,ES,05002,Serra, 520 653,"120,750","120750,00","0,231920300084701"
ESSOORETAMA,ES,05010,Sooretama, 26 502,"18,975","18975,00","0,715983699343446"
ESVARGEMALTA,ES,05036,Vargem Alta, 19 563,"21,778","21778,00",1
ESVENDANOVADOIMIGRANTE,ES,05069,Venda Nova do Imigrante, 23 831,"25,300","25300,00",1
ESVIANA,ES,05101,Viana, 73 423,"75,900","75900,00",1
ESVILAPAVÃO,ES,05150,Vila Pavão, 8 911,"9,280","9280,00",1
ESVILAVALÉRIO,ES,05176,Vila Valério, 13 728,"14,065","14065,00",1
ESVILAVELHA,ES,05200,Vila Velha, 467 722,"154,100","154100,00","0,32946921461894"
ESVITÓRIA,ES,05309,Vitória, 322 869,"196,075","196075,00","0,607289643787419"
RJANGRADOSREIS,RJ,00100,Angra dos Reis, 167 434,"147,200","147200,00","0,879152382431286"
RJAPERIBÉ,RJ,00159,Aperibé, 11 034,"12,036","12036,00",1
RJARARUAMA,RJ,00209,Araruama, 129 671,"37,375","37375,00","0,288229442203731"
RJAREAL,RJ,00225,Areal, 11 828,"12,763","12763,00",1
RJARMAÇÃODOSBÚZIOS,RJ,00233,Armação dos Búzios, 40 006,"35,060","35060,00","0,876368544718292"
RJARRAIALDOCABO,RJ,00258,Arraial do Cabo, 30 986,"30,827","30827,00","0,994868650358226"
RJBARRADOPIRAÍ,RJ,00308,Barra do Piraí, 92 883,"28,750","28750,00","0,309529192640203"
RJBARRAMANSA,RJ,00407,Barra Mansa, 169 894,"138,000","138000,00","0,812271180853944"
RJBELFORDROXO,RJ,00456,Belford Roxo, 483 087,"164,450","164450,00","0,340414873511397"
RJBOMJARDIM,RJ,00506,Bom Jardim, 28 102,"27,779","27779,00","0,98850615614547"
RJBOMJESUSDOITABAPOANA,RJ,00605,Bom Jesus do Itabapoana, 35 173,"37,306","37306,00",1
RJCABOFRIO,RJ,00704,Cabo Frio, 222 161,"123,050","123050,00","0,553877593276948"
RJCACHOEIRASDEMACACU,RJ,00803,Cachoeiras de Macacu, 56 943,"50,025","50025,00","0,878510089036405"
RJCAMBUCI,RJ,00902,Cambuci, 14 616,"11,500","11500,00","0,786808976464149"
RJCARAPEBUS,RJ,00936,Carapebus, 13 847,"16,859","16859,00",1
RJCOMENDADORLEVYGASPARIAN,RJ,00951,Comendador Levy Gasparian, 8 741,"8,590","8590,00","0,982725088662624"
RJCAMPOSDOSGOYTACAZES,RJ,01009,Campos dos Goytacazes, 483 540,"124,200","124200,00","0,256855689291475"
RJCANTAGALO,RJ,01108,Cantagalo, 19 390,"20,163","20163,00",1
RJCARDOSOMOREIRA,RJ,01157,Cardoso Moreira, 12 958,"12,818","12818,00","0,989195863559191"
RJCARMO,RJ,01207,Carmo, 17 198,"19,161","19161,00",1
RJCASIMIRODEABREU,RJ,01306,Casimiro de Abreu, 46 110,"40,825","40825,00","0,885382780307959"
RJCONCEIÇÃODEMACABU,RJ,01405,Conceição de Macabu, 21 104,"23,561","23561,00",1
RJCORDEIRO,RJ,01504,Cordeiro, 20 783,"22,152","22152,00",1
RJDUASBARRAS,RJ,01603,Duas Barras, 10 980,"11,563","11563,00",1
RJDUQUEDECAXIAS,RJ,01702,Duque de Caxias, 808 161,"197,800","197800,00","0,244753211303193"
RJENGENHEIROPAULODEFRONTIN,RJ,01801,Engenheiro Paulo de Frontin, 12 242,"14,138","14138,00",1
RJGUAPIMIRIM,RJ,01850,Guapimirim, 51 696,"32,775","32775,00","0,633994893221913"
RJIGUABAGRANDE,RJ,01876,Iguaba Grande, 27 920,"29,344","29344,00",1
RJITABORAÍ,RJ,01900,Itaboraí, 224 267,"135,125","135125,00","0,60251842669675"
RJITAGUAÍ,RJ,02007,Itaguaí, 116 841,"51,175","51175,00","0,437988377367534"
RJITALVA,RJ,02056,Italva, 14 073,"15,387","15387,00",1
RJITAOCARA,RJ,02106,Itaocara, 22 919,"20,125","20125,00","0,878092412408918"
RJITAPERUNA,RJ,02205,Itaperuna, 101 041,"90,275","90275,00","0,893449193891589"
RJITATIAIA,RJ,02254,Itatiaia, 30 908,"32,312","32312,00",1
RJJAPERI,RJ,02270,Japeri, 96 289,"94,875","94875,00","0,98531504117812"
RJLAJEDOMURIAÉ,RJ,02304,Laje do Muriaé, 7 336,"2,875","2875,00","0,39190294438386"
RJMACAÉ,RJ,02403,Macaé, 246 391,"136,275","136275,00","0,553084325320324"
RJMACUCO,RJ,02452,Macuco, 5 415,"5,646","5646,00",1
RJMAGÉ,RJ,02502,Magé, 228 127,"247,741","247741,00",1
RJMANGARATIBA,RJ,02601,Mangaratiba, 41 220,"37,375","37375,00","0,906720038816109"
RJMARICÁ,RJ,02700,Maricá, 197 277,"163,300","163300,00","0,827770089772249"
RJMENDES,RJ,02809,Mendes, 17 502,"18,681","18681,00",1
RJMESQUITA,RJ,02858,Mesquita, 167 127,"108,100","108100,00","0,646813501109934"
RJMIGUELPEREIRA,RJ,02908,Miguel Pereira, 26 582,"25,622","25622,00","0,963885335941615"
RJMIRACEMA,RJ,03005,Miracema, 26 881,"27,025","27025,00",1
RJNATIVIDADE,RJ,03104,Natividade, 15 074,"15,305","15305,00",1
RJNILÓPOLIS,RJ,03203,Nilópolis, 146 774,"152,950","152950,00",1
RJNITERÓI,RJ,03302,Niterói, 481 749,"108,675","108675,00","0,225584277289626"
RJNOVAFRIBURGO,RJ,03401,Nova Friburgo, 189 939,"62,675","62675,00","0,329974360189324"
RJNOVAIGUAÇU,RJ,03500,Nova Iguaçu, 785 867,"346,150","346150,00","0,440468934310768"
RJPARACAMBI,RJ,03609,Paracambi, 41 375,"40,825","40825,00","0,986706948640483"
RJPARAÍBADOSUL,RJ,03708,Paraíba do Sul, 42 063,"44,741","44741,00",1
RJPARATY,RJ,03807,Paraty, 45 243,"32,200","32200,00","0,711712309086489"
RJPATYDOALFERES,RJ,03856,Paty do Alferes, 29 619,"27,942","27942,00","0,943380937911476"
RJPETRÓPOLIS,RJ,03906,Petrópolis, 278 881,"161,575","161575,00","0,579368978166315"
RJPINHEIRAL,RJ,03955,Pinheiral, 24 298,"25,563","25563,00",1
RJPIRAÍ,RJ,04003,Piraí, 27 474,"29,802","29802,00",1
RJPORCIÚNCULA,RJ,04102,Porciúncula, 17 288,"19,068","19068,00",1
RJPORTOREAL,RJ,04110,Porto Real, 20 373,"20,254","20254,00","0,994158935846463"
RJQUATIS,RJ,04128,Quatis, 13 682,"14,375","14375,00",1
RJQUEIMADOS,RJ,04144,Queimados, 140 523,"31,625","31625,00","0,225052126698121"
RJQUISSAMÃ,RJ,04151,Quissamã, 22 393,"25,535","25535,00",1
RJRESENDE,RJ,04201,Resende, 129 612,"106,375","106375,00","0,820718760608586"
RJRIOBONITO,RJ,04300,Rio Bonito, 56 276,"60,930","60930,00",1
RJRIOCLARO,RJ,04409,Rio Claro, 17 401,"18,677","18677,00",1
RJRIODASFLORES,RJ,04508,Rio das Flores, 8 954,"8,625","8625,00","0,963256645074827"
RJRIODASOSTRAS,RJ,04524,Rio das Ostras, 156 491,"28,750","28750,00","0,183716635461464"
RJRIODEJANEIRO,RJ,04557,Rio de Janeiro,6 211 223,"3,082,575","3082575,00","0,496291149102198"
RJSANTAMARIAMADALENA,RJ,04607,Santa Maria Madalena, 10 232,"10,380","10380,00",1
RJSANTOANTÔNIODEPÁDUA,RJ,04706,Santo Antônio de Pádua, 41 325,"42,705","42705,00",1
RJSÃOFRANCISCODEITABAPOANA,RJ,04755,São Francisco de Itabapoana, 45 059,"40,250","40250,00","0,893273263942831"
RJSÃOFIDÉLIS,RJ,04805,São Fidélis, 38 961,"38,749","38749,00","0,994558661225328"
RJSÃOGONÇALO,RJ,04904,São Gonçalo, 896 744,"618,125","618125,00","0,689299287199022"
RJSÃOJOÃODABARRA,RJ,05000,São João da Barra, 36 573,"36,731","36731,00",1
RJSÃOJOÃODEMERITI,RJ,05109,São João de Meriti, 440 962,"334,075","334075,00","0,757604963693017"
RJSÃOJOSÉDEUBÁ,RJ,05133,São José de Ubá, 7 070,"7,240","7240,00",1
RJSÃOJOSÉDOVALEDORIOPRETO,RJ,05158,São José do Vale do Rio Preto, 22 080,"21,275","21275,00","0,963541666666667"
RJSÃOPEDRODAALDEIA,RJ,05208,São Pedro da Aldeia, 104 029,"55,775","55775,00","0,536148573955339"
RJSÃOSEBASTIÃODOALTO,RJ,05307,São Sebastião do Alto, 7 750,"9,416","9416,00",1
RJSAPUCAIA,RJ,05406,Sapucaia, 17 729,"18,270","18270,00",1
RJSAQUAREMA,RJ,05505,Saquarema, 89 559,"54,050","54050,00","0,60351276811934"
RJSEROPÉDICA,RJ,05554,Seropédica, 80 596,"83,841","83841,00",1
RJSILVAJARDIM,RJ,05604,Silva Jardim, 21 352,"21,775","21775,00",1
RJSUMIDOURO,RJ,05703,Sumidouro, 15 206,"15,709","15709,00",1
RJTANGUÁ,RJ,05752,Tanguá, 31 086,"34,898","34898,00",1
RJTERESÓPOLIS,RJ,05802,Teresópolis, 165 123,"42,550","42550,00","0,257686694161322"
RJTRAJANODEMORAES,RJ,05901,Trajano de Moraes, 10 302,"10,653","10653,00",1
RJTRÊSRIOS,RJ,06008,Três Rios, 78 346,"82,468","82468,00",1
RJVALENÇA,RJ,06107,Valença, 68 088,"77,202","77202,00",1
RJVARRESAI,RJ,06156,Varre-Sai, 10 207,"11,208","11208,00",1
RJVASSOURAS,RJ,06206,Vassouras, 33 976,"37,262","37262,00",1
RJVOLTAREDONDA,RJ,06305,Volta Redonda, 261 563,"91,425","91425,00","0,34953338201504"
SPADAMANTINA,SP,00105,Adamantina, 34 687,"33,350","33350,00","0,96145530025658"
SPADOLFO,SP,00204,Adolfo, 4 351,"2,875","2875,00","0,660767639623075"
SPAGUAÍ,SP,00303,Aguaí, 32 072,"14,950","14950,00","0,466138687952108"
SPÁGUASDAPRATA,SP,00402,Águas da Prata, 7 369,"4,025","4025,00","0,546207083729136"
SPÁGUASDELINDÓIA,SP,00501,Águas de Lindóia, 17 930,"5,175","5175,00","0,288622420524261"
SPÁGUASDESANTABÁRBARA,SP,00550,Águas de Santa Bárbara, 7 177,"5,750","5750,00","0,801170405461892"
SPÁGUASDESÃOPEDRO,SP,00600,Águas de São Pedro, 2 780,"2,300","2300,00","0,827338129496403"
SPAGUDOS,SP,00709,Agudos, 37 680,"21,275","21275,00","0,564623142250531"
SPALAMBARI,SP,00758,Alambari, 6 141,"6,231","6231,00",1
SPALFREDOMARCONDES,SP,00808,Alfredo Marcondes, 4 445,"4,201","4201,00","0,945106861642295"
SPALTAIR,SP,00907,Altair, 3 451,"4,211","4211,00",1
SPALTINÓPOLIS,SP,01004,Altinópolis, 16 818,"15,525","15525,00","0,923118087763111"
SPALTOALEGRE,SP,01103,Alto Alegre, 3 841,"4,078","4078,00",1
SPALUMÍNIO,SP,01152,Alumínio, 17 301,0,"0,00",0
SPÁLVARESFLORENCE,SP,01202,Álvares Florence, 3 915,"3,616","3616,00","0,923627075351213"
SPÁLVARESMACHADO,SP,01301,Álvares Machado, 27 255,"24,150","24150,00","0,886075949367089"
SPÁLVARODECARVALHO,SP,01400,Álvaro de Carvalho, 4 808,"5,320","5320,00",1
SPALVINLÂNDIA,SP,01509,Alvinlândia, 2 885,"3,251","3251,00",1
SPAMERICANA,SP,01608,Americana, 237 240,"26,450","26450,00","0,111490473781824"
SPAMÉRICOBRASILIENSE,SP,01707,Américo Brasiliense, 33 019,"12,075","12075,00","0,365698537205851"
SPAMÉRICODECAMPOS,SP,01806,Américo de Campos, 5 870,"5,993","5993,00",1
SPAMPARO,SP,01905,Amparo, 68 008,"51,175","51175,00","0,752485001764498"
SPANALÂNDIA,SP,02002,Analândia, 4 589,0,"0,00",0
SPANDRADINA,SP,02101,Andradina, 59 783,"52,325","52325,00","0,875248816553201"
SPANGATUBA,SP,02200,Angatuba, 24 022,"5,750","5750,00","0,239363916409958"
SPANHEMBI,SP,02309,Anhembi, 5 674,"4,600","4600,00","0,810715544589355"
SPANHUMAS,SP,02408,Anhumas, 4 023,"4,172","4172,00",1
SPAPARECIDA,SP,02507,Aparecida, 32 569,"22,425","22425,00","0,688538180478369"
SPAPARECIDAD'OESTE,SP,02606,Aparecida d'Oeste, 4 086,"4,122","4122,00",1
SPAPIAÍ,SP,02705,Apiaí, 24 585,"20,700","20700,00","0,841976815131178"
SPARAÇARIGUAMA,SP,02754,Araçariguama, 21 522,"4,600","4600,00","0,213734783012731"
SPARAÇATUBA,SP,02804,Araçatuba, 200 124,"133,400","133400,00","0,666586716235934"
SPARAÇOIABADASERRA,SP,02903,Araçoiaba da Serra, 32 443,"8,050","8050,00","0,248127485127763"
SPARAMINA,SP,03000,Aramina, 5 420,"5,689","5689,00",1
SPARANDU,SP,03109,Arandu, 6 885,"6,373","6373,00","0,92563543936093"
SPARAPEÍ,SP,03158,Arapeí, 2 330,"2,452","2452,00",1
SPARARAQUARA,SP,03208,Araraquara, 242 228,"105,225","105225,00","0,434404775665902"
SPARARAS,SP,03307,Araras, 130 866,"44,850","44850,00","0,342716977671817"
SPARCOÍRIS,SP,03356,Arco-Íris, 2 044,"1,755","1755,00","0,858610567514677"
SPAREALVA,SP,03406,Arealva, 8 130,"8,665","8665,00",1
SPAREIAS,SP,03505,Areias, 3 577,"3,906","3906,00",1
SPAREIÓPOLIS,SP,03604,Areiópolis, 10 130,"11,186","11186,00",1
SPARIRANHA,SP,03703,Ariranha, 7 602,"9,851","9851,00",1
SPARTURNOGUEIRA,SP,03802,Artur Nogueira, 51 456,"28,750","28750,00","0,558729788557214"
SPARUJÁ,SP,03901,Arujá, 86 678,"27,025","27025,00","0,311786151041787"
SPASPÁSIA,SP,03950,Aspásia, 1 842,"1,815","1815,00","0,985342019543974"
SPASSIS,SP,04008,Assis, 101 409,"31,625","31625,00","0,311855949669162"
SPATIBAIA,SP,04107,Atibaia, 158 647,"26,450","26450,00","0,166722345836984"
SPAURIFLAMA,SP,04206,Auriflama, 13 692,"7,475","7475,00","0,545939234589541"
SPAVAÍ,SP,04305,Avaí, 4 483,"4,600","4600,00",1
SPAVANHANDAVA,SP,04404,Avanhandava, 11 263,"9,775","9775,00","0,867885998401847"
SPAVARÉ,SP,04503,Avaré, 92 805,"32,200","32200,00","0,346964064436183"
SPBADYBASSITT,SP,04602,Bady Bassitt, 27 260,"18,013","18013,00","0,660785033015407"
SPBALBINOS,SP,04701,Balbinos, 3 887,"2,875","2875,00","0,739644970414201"
SPBÁLSAMO,SP,04800,Bálsamo, 9 596,"5,750","5750,00","0,599208003334723"
SPBANANAL,SP,04909,Bananal, 9 969,"11,039","11039,00",1
SPBARÃODEANTONINA,SP,05005,Barão de Antonina, 3 531,"3,450","3450,00","0,977060322854715"
SPBARBOSA,SP,05104,Barbosa, 5 640,"6,900","6900,00",1
SPBARIRI,SP,05203,Bariri, 31 595,"13,225","13225,00","0,418578889064725"
SPBARRABONITA,SP,05302,Barra Bonita, 34 346,"5,750","5750,00","0,167413963780353"
SPBARRADOCHAPÉU,SP,05351,Barra do Chapéu, 5 179,"5,794","5794,00",1
SPBARRADOTURVO,SP,05401,Barra do Turvo, 6 876,"7,606","7606,00",1
SPBARRETOS,SP,05500,Barretos, 122 485,"71,300","71300,00","0,582112095358615"
SPBARRINHA,SP,05609,Barrinha, 32 092,"10,350","10350,00","0,322510282936557"
SPBARUERI,SP,05708,Barueri, 316 473,"10,350","10350,00","0,0327042117337024"
SPBASTOS,SP,05807,Bastos, 21 503,"20,952","20952,00","0,974375668511371"
SPBATATAIS,SP,05906,Batatais, 58 402,"38,525","38525,00","0,659652066710044"
SPBAURU,SP,06003,Bauru, 379 146,"47,725","47725,00","0,125874992746857"
SPBEBEDOURO,SP,06102,Bebedouro, 76 373,"51,750","51750,00","0,677595485315491"
SPBENTODEABREU,SP,06201,Bento de Abreu, 2 606,"2,300","2300,00","0,882578664620108"
SPBERNARDINODECAMPOS,SP,06300,Bernardino de Campos, 11 607,"10,925","10925,00","0,941242353752046"
SPBERTIOGA,SP,06359,Bertioga, 64 188,"22,425","22425,00","0,349364367171434"
SPBILAC,SP,06409,Bilac, 7 319,"8,050","8050,00",1
SPBIRIGUI,SP,06508,Birigui, 118 979,"67,850","67850,00","0,57026870288034"
SPBIRITIBAMIRIM,SP,06607,Biritiba Mirim, 29 683,"12,650","12650,00","0,426169861536907"
SPBOAESPERANÇADOSUL,SP,06706,Boa Esperança do Sul, 12 978,"8,625","8625,00","0,66458622283865"
SPBOCAINA,SP,06805,Bocaina, 11 259,"8,625","8625,00","0,76605382360778"
SPBOFETE,SP,06904,Bofete, 10 460,"1,150","1150,00","0,109942638623327"
SPBOITUVA,SP,07001,Boituva, 61 081,"5,750","5750,00","0,0941372931026015"
SPBOMJESUSDOSPERDÕES,SP,07100,Bom Jesus dos Perdões, 22 006,0,"0,00",0
SPBOMSUCESSODEITARARÉ,SP,07159,Bom Sucesso de Itararé, 3 555,"4,013","4013,00",1
SPBORÁ,SP,07209,Borá,  907,839,"839,00","0,92502756339581"
SPBORACÉIA,SP,07308,Boracéia, 4 715,"2,300","2300,00","0,487804878048781"
SPBORBOREMA,SP,07407,Borborema, 14 226,"10,925","10925,00","0,767960073105581"
SPBOREBI,SP,07456,Borebi, 2 713,"2,713","2713,00",1
SPBOTUCATU,SP,07506,Botucatu, 145 155,"35,650","35650,00","0,245599531535255"
SPBRAGANÇAPAULISTA,SP,07605,Bragança Paulista, 176 811,"73,025","73025,00","0,413011633891557"
SPBRAÚNA,SP,07704,Braúna, 5 356,"5,750","5750,00",1
SPBREJOALEGRE,SP,07753,Brejo Alegre, 2 565,"2,911","2911,00",1
SPBRODOWSKI,SP,07803,Brodowski, 25 201,"19,550","19550,00","0,775762866552915"
SPBROTAS,SP,07902,Brotas, 23 898,"4,600","4600,00","0,192484726755377"
SPBURI,SP,08009,Buri, 20 250,"13,225","13225,00","0,653086419753087"
SPBURITAMA,SP,08108,Buritama, 17 210,"17,414","17414,00",1
SPBURITIZAL,SP,08207,Buritizal, 4 356,"2,875","2875,00","0,660009182736456"
SPCABRÁLIAPAULISTA,SP,08306,Cabrália Paulista, 4 299,"2,300","2300,00","0,535008141428239"
SPCABREÚVA,SP,08405,Cabreúva, 47 011,"16,100","16100,00","0,342473038225096"
SPCAÇAPAVA,SP,08504,Caçapava, 96 202,"41,400","41400,00","0,430344483482672"
SPCACHOEIRAPAULISTA,SP,08603,Cachoeira Paulista, 31 564,"30,475","30475,00","0,965498669370169"
SPCACONDE,SP,08702,Caconde, 17 101,"8,050","8050,00","0,470732705689726"
SPCAFELÂNDIA,SP,08801,Cafelândia, 16 654,"10,350","10350,00","0,621472318962411"
SPCAIABU,SP,08900,Caiabu, 3 712,"4,195","4195,00",1
SPCAIEIRAS,SP,09007,Caieiras, 95 032,"51,750","51750,00","0,544553413587002"
SPCAIUÁ,SP,09106,Caiuá, 5 466,"6,017","6017,00",1
SPCAJAMAR,SP,09205,Cajamar, 92 689,"35,650","35650,00","0,384619534141052"
SPCAJATI,SP,09254,Cajati, 28 515,"28,441","28441,00","0,997404874627389"
SPCAJOBI,SP,09304,Cajobi, 9 133,"6,900","6900,00","0,755502025621373"
SPCAJURU,SP,09403,Cajuru, 23 830,"26,613","26613,00",1
SPCAMPINADOMONTEALEGRE,SP,09452,Campina do Monte Alegre, 5 954,"4,600","4600,00","0,772589855559288"
SPCAMPINAS,SP,09502,Campinas,1 139 047,"382,375","382375,00","0,335697297828799"
SPCAMPOLIMPOPAULISTA,SP,09601,Campo Limpo Paulista, 77 632,"6,900","6900,00","0,0888808738664468"
SPCAMPOSDOJORDÃO,SP,09700,Campos do Jordão, 46 974,"37,375","37375,00","0,795652914378167"
SPCAMPOSNOVOSPAULISTA,SP,09809,Campos Novos Paulista, 4 888,"5,028","5028,00",1
SPCANANÉIA,SP,09908,Cananéia, 12 289,"12,542","12542,00",1
SPCANAS,SP,09957,Canas, 4 931,"5,268","5268,00",1
SPCÂNDIDOMOTA,SP,10005,Cândido Mota, 29 449,"5,750","5750,00","0,195252809942613"
SPCÂNDIDORODRIGUES,SP,10104,Cândido Rodrigues, 2 889,"2,805","2805,00","0,970924195223261"
SPCANITAR,SP,10153,Canitar, 6 283,"4,600","4600,00","0,732134330733726"
SPCAPÃOBONITO,SP,10203,Capão Bonito, 46 337,"45,425","45425,00","0,98031810432268"
SPCAPELADOALTO,SP,10302,Capela do Alto, 22 866,"4,600","4600,00","0,20117204583224"
SPCAPIVARI,SP,10401,Capivari, 50 068,"16,675","16675,00","0,333047056003835"
SPCARAGUATATUBA,SP,10500,Caraguatatuba, 134 873,"105,225","105225,00","0,780178390041002"
SPCARAPICUÍBA,SP,10609,Carapicuíba, 386 984,"62,100","62100,00","0,160471750770058"
SPCARDOSO,SP,10708,Cardoso, 11 345,"11,500","11500,00",1
SPCASABRANCA,SP,10807,Casa Branca, 28 083,"7,475","7475,00","0,266175266175266"
SPCÁSSIADOSCOQUEIROS,SP,10906,Cássia dos Coqueiros, 2 799,"2,488","2488,00","0,888888888888889"
SPCASTILHO,SP,11003,Castilho, 19 977,"21,521","21521,00",1
SPCATANDUVA,SP,11102,Catanduva, 115 791,"82,800","82800,00","0,715081483016815"
SPCATIGUÁ,SP,11201,Catiguá, 7 003,"3,450","3450,00","0,492646008853349"
SPCEDRAL,SP,11300,Cedral, 12 618,"6,900","6900,00","0,546837850689491"
SPCERQUEIRACÉSAR,SP,11409,Cerqueira César, 21 469,"12,650","12650,00","0,589221668452187"
SPCERQUILHO,SP,11508,Cerquilho, 44 695,"11,500","11500,00","0,257299474214118"
SPCESÁRIOLANGE,SP,11607,Cesário Lange, 19 048,"7,475","7475,00","0,392429651406972"
SPCHARQUEADA,SP,11706,Charqueada, 15 535,"2,300","2300,00","0,148052784036048"
SPCLEMENTINA,SP,11904,Clementina, 6 982,"6,325","6325,00","0,905900887997708"
SPCOLINA,SP,12001,Colina, 18 486,"18,400","18400,00","0,995347830790869"
SPCOLÔMBIA,SP,12100,Colômbia, 6 629,"6,223","6223,00","0,938753959873284"
SPCONCHAL,SP,12209,Conchal, 28 101,"19,550","19550,00","0,695704779189353"
SPCONCHAS,SP,12308,Conchas, 15 232,"12,075","12075,00","0,792738970588235"
SPCORDEIRÓPOLIS,SP,12407,Cordeirópolis, 24 514,"16,675","16675,00","0,680223545728971"
SPCOROADOS,SP,12506,Coroados, 5 400,"6,197","6197,00",1
SPCORONELMACEDO,SP,12605,Coronel Macedo, 4 280,"4,591","4591,00",1
SPCORUMBATAÍ,SP,12704,Corumbataí, 4 195,"1,725","1725,00","0,411203814064362"
SPCOSMÓPOLIS,SP,12803,Cosmópolis, 59 773,"17,825","17825,00","0,298211567095511"
SPCOSMORAMA,SP,12902,Cosmorama, 8 719,"6,325","6325,00","0,725427227893107"
